chromosome	start	end	cn	cn1	cn2
18	21356443	21361241	1		
18	21361243	21402371	3	2	1
18	21404331	21422448	3	2	1
18	21422451	21456468	0	0	0
18	21456968	21464821	3	3	0
18	21465321	21484780	6	6	0
18	21485485	21511146	2	2	0
18	21512130	21599725	3	3	0
18	21599795	21719596	2	2	0
18	21720096	21757372	1	1	0
18	21757872	21819216	3	3	0
18	21819221	21894330	2	2	0
18	21897030	21914398	6	4	2
18	21914898	22008101	1	1	0
18	22008725	22033514	3	2	1
18	22034014	22387217	1	1	0
18	22387217	22864175	2	2	0
18	22864175	23058165	3	3	0
18	23058165	23452741	2		
18	23452741	23619461	3	3	0
18	23619961	23658195	3		
18	23658695	23720168	1	1	0
18	23720668	23901116	2	2	0
18	23901121	24237410	3	3	0
18	24237910	24445003	2	1	1
18	24445503	24627889	3	3	0
18	24628389	24722909	3	3	0
18	24722913	25100230	1	1	0
18	25100230	25616630	2	2	0
18	25617130	25676647	3		
18	25676647	26174741	2	2	0
18	26174741	27769614	1	1	0
18	27769614	28297136	3		
18	28297136	28571784	1	1	0
18	28572119	28587060	2	1	1
18	28587979	28650856	6	6	0
18	28651539	28681122	2	2	0
18	28681622	28762597	3	3	0
18	28762597	28991466	2	2	0
18	28991472	29044342	3	3	0
18	29045293	29058068	3	3	0
18	29058072	29116428	1	1	0
18	29116928	29122875	2	2	0
18	29125674	29225430	3	3	0
18	29225930	29418804	2	2	0
18	29419304	29477165	3	3	0
18	29477665	29492829	3	3	0
18	29493329	29842950	1	1	0
18	29843450	30322077	2	2	0
18	30322577	30372862	7	7	0
18	30372862	30735356	1	1	0
18	30735356	30825342	2	2	0
18	30825842	30925677	0	0	0
18	30926177	30968976	1	1	0
18	30969476	30992076	6	6	0
18	30992576	31329366	3	3	0
18	31329366	31875694	2	2	0
18	31875694	32153033	1		
18	32153033	32274881	2	2	0
18	32274881	32448028	3	3	0
18	32448032	32523520	2	2	0
18	32523520	32835172	3	3	0
18	32835630	32887389	2	2	0
18	32887394	32917747	3	3	0
18	32918104	32946186	3	3	0
18	32946686	32990620	0	0	0
18	32990620	33027223	5	5	0
18	33027723	33057470	3	3	0
18	33057970	33267207	2	2	0
18	33269092	33327247	1	1	0
18	33327247	33466815	1		
18	33466815	33557623	3	3	0
18	33557646	33702246	2	2	0
18	33703428	33718871	1	1	0
18	33719435	33750259	3	3	0
18	33750869	34008160	1	1	0
18	34008160	34362977	2	2	0
18	34362979	34377063	3	3	0
18	34377989	34414380	2	2	0
18	34415277	34646241	2	2	0
18	34646741	34801442	2	2	0
18	34801942	34824089	3	3	0
18	34824224	34838407	3		
18	34838907	35236554	1	1	0
18	35237054	35948583	2		
18	35948583	36349517	3		
18	36349517	36568208	2		
18	36568208	37004927	1		
18	37004927	38550802	2	2	0
18	38550802	39575323	3	3	0
18	39575823	39593593	2		
18	39595401	39644911	0	0	0
18	39647333	39665046	6	6	0
18	39665644	40266190	3	3	0
18	40266190	40857661	2	2	0
18	40858161	41181493	3		
18	41181493	41685549	2	1	1
18	41685549	42062313	1	1	0
18	42062313	42643714	3	3	0
18	42643724	43044719	3	3	0
18	43044719	43315971	2	2	0
18	43316471	43331462	1	1	0
18	43331785	43488024	2	2	0
18	43488524	43508317	3	2	1
18	43508817	43585512	2	2	0
18	43586012	43667520	1	1	0
18	43668163	43677608	2	1	1
18	43678108	43702019	3	2	1
18	43702519	43832992	3	2	1
18	43833492	43936997	3	3	0
18	43936997	44113289	2	2	0
18	44114312	44219876	3	3	0
18	44221736	44336554	3	3	0
18	44337574	44471018	3	3	0
18	44471043	44526302	3	3	0
18	44526718	44584803	1	1	0
18	44585891	44775202	2	2	0
18	44775207	45030282	1		
18	45030282	45357394	2	2	0
18	45357894	45690822	5	5	0
18	45691322	45954683	2	1	1
18	45954683	46189573	3	2	1
18	46190073	46284841	3	3	0
18	46285341	46569563	6	5	1
18	46570063	46623124	2	2	0
18	46623624	47010083	1	1	0
18	47010086	47016018	3	3	0
18	47016887	47088653	3	3	0
18	47088677	47102001	1	1	0
18	47102501	47116154	1	1	0
18	47116654	47309467	2	1	1
18	47309967	47313904	0	0	0
18	47314404	47778188	2	2	0
18	47778688	47866571	3	2	1
18	47866571	47906700	1	1	0
18	47908373	48190905	1	1	0
18	48191405	48320994	2	2	0
18	48321494	48472853	3	3	0
18	48473353	48593568	3	3	0
18	48594068	48610301	1	1	0
18	48610423	48741747	2	2	0
18	48741747	48991110	3	3	0
18	48991610	49143298	2	2	0
18	49143298	49432387	0	0	0
18	49432387	49867355	3	3	0
18	49867855	50278751	1	1	0
18	50279251	51061564	2	2	0
18	51061568	51298211	3	3	0
18	51298211	51681492	3	3	0
18	51681497	51800490	3	3	0
18	51800990	51813149	1		
18	51813649	51881021	2	2	0
18	51882061	51946347	2	2	0
18	51946347	52605381	3	3	0
18	52605881	52870351	2	2	0
18	52870351	52928858	6	6	0
18	52929358	53162128	7	7	0
18	53162128	53263554	7	7	0
18	53264054	53302321	0	0	0
18	53302821	53532148	1	1	0
18	53532148	53677342	3		
18	53677342	53875849	3	3	0
18	53875849	54281844	2	2	0
18	54283459	54353319	6	6	0
18	54354040	54756536	2	2	0
18	54756536	54981266	1	1	0
18	54981266	55145549	3	3	0
18	55145549	55158506	3	2	1
18	55159006	55282384	2	2	0
18	55282884	55329901	1	1	0
18	55330401	55355797	2	2	0
18	55356297	55506733	1	1	0
18	55506733	55894511	2	2	0
18	55895011	55982590	1	1	0
18	55983090	56001354	2	2	0
18	56002672	56067426	1	1	0
18	56067428	56201525	2	2	0
18	56202025	56317002	3	3	0
18	56317002	56377341	2	2	0
18	56378084	56419706	1	1	0
18	56420008	56493448	2	2	0
18	56493448	56586846	5		
18	56586998	56615512	1	1	0
18	56616012	56933752	1	1	0
18	56934252	56939805	2	2	0
18	56941154	57020605	6	6	0
18	57022521	57133422	2	2	0
18	57133922	57345396	2	2	0
18	57345396	57493393	1	1	0
18	57493393	57604661	7	7	0
18	57604661	57838414	2	2	0
18	57838414	57947289	2	1	1
18	57947289	58077127	5	3	2
18	58077127	58565160	1	1	0
18	58565160	59174046	2	2	0
18	59174546	59313260	1	1	0
18	59313260	59420941	3		
18	59420941	59477563	3	3	0
18	59477871	59483328	2	2	0
18	59483330	59673114	2	2	0
18	59673114	59751883	2	1	1
18	59752418	59770210	3	2	1
18	59772732	59824484	3	3	0
18	59824894	60024906	6	6	0
18	60025406	60057811	2	2	0
18	60057815	60242741	1	1	0
18	60243721	60561691	2	2	0
18	60562191	60630774	1	1	0
18	60631274	60719134	1	1	0
18	60719134	61026418	5	5	0
18	61026918	61078861	2	2	0
18	61079361	61222892	1	1	0
18	61223392	61259492	2	2	0
18	61259496	61328124	1	1	0
18	61328235	61380010	3	3	0
18	61383253	61602443	3	3	0
18	61602454	61654434	2	2	0
18	61654439	61893583	3	3	0
18	61893583	62074940	3		
18	62074940	63308165	1		
18	63308165	63461233	1	1	0
18	63461233	63547129	3	3	0
18	63547629	63551758	7	4	3
18	63552273	64212170	0	0	0
18	64212670	64491778	3		
18	64491778	65177559	1	1	0
18	65177563	65455510	3	3	0
18	65455510	66015334	1	1	0
18	66015334	66105629	3		
18	66105629	66346869	3	3	0
18	66348119	66564599	2	2	0
18	66564602	66759195	1	1	0
18	66759195	67510390	2	2	0
18	67510390	67562320	3	3	0
18	67562820	67673730	2	2	0
18	67674230	67776220	3	3	0
18	67776720	67993930	2	2	0
18	67994784	68003838	3		
18	68003843	68112550	2	2	0
18	68112550	68260239	1	1	0
18	68260239	68445853	2	2	0
18	68445853	70422701	1	1	0
18	70423201	70532070	3	3	0
18	70532073	71012927	0	0	0
18	71012927	71102215	6	6	0
18	71102215	71227219	6		
18	71227219	71352223	3		
18	71352223	71748645	1		
18	71749145	71802438	2	2	0
18	71802938	71821840	6		
18	71822340	71990123	2	2	0
18	71995179	72021142	6	6	0
18	72021144	72064709	2	2	0
18	72064709	72250249	1	1	0
18	72250749	72263921	1	1	0
18	72264421	72346681	6	6	0
18	72346683	72440558	2		
18	72440558	72552833	2	2	0
18	72552833	72602118	2	2	0
18	72602618	72690424	3		
18	72690424	72774468	3		
18	72774968	72908288	0	0	0
18	72908591	72910483	1	1	0
18	72910486	72998550	6	4	2
18	72998553	73000593	3		
18	73000624	73121600	1	1	0
18	73121605	73194335	3	2	1
18	73194335	74112746	1	1	0
18	74112746	74242428	2	2	0
18	74242928	74692439	1	1	0
18	74694470	74697244	2	1	1
18	74697744	74778349	3	3	0
18	74778442	74817302	5	5	0
18	74817802	75179884	0	0	0
18	75179884	75504745	0	0	0
18	75504745	75863585	1		
18	75863585	76856619	0	0	0
18	76857119	76967118	1	1	0
18	76967618	77732336	0	0	0
18	77732836	77748368	2	2	0
18	77749114	77929614	2	2	0
18	77930114	78016748	1	1	0
19	60571	282997	1	1	0
19	283497	287006	3		
19	287506	899732	0	0	0
19	899757	972422	1	1	0
19	972423	1020925	0	0	0
19	1021672	1035407	1	1	0
19	1035907	1042844	3	3	0
19	1043081	1051148	0	0	0
19	1051150	1089619	0	0	0
19	1089926	1108292	2	2	0
19	1109149	1109432	0	0	0
19	1109434	1244438	0	0	0
19	1244456	1301142	1	1	0
19	1301147	1621124	0	0	0
19	1622190	1646367	1	1	0
19	1646992	1776989	3	3	0
19	1777040	1783028	1	1	0
19	1783062	1834746	0	0	0
19	1834768	1854117	3	3	0
19	1854120	1881850	1	1	0
19	1882350	1923249	0	0	0
19	1924057	1993222	0	0	0
19	1993722	2102306	1	1	0
19	2102806	2256386	0	0	0
19	2256390	2271696	6	6	0
19	2271706	2280331	2	2	0
19	2280831	2306680	1	1	0
19	2306680	2320991	1		
19	2321491	2399150	0	0	0
19	2399650	2612373	1	1	0
19	2612373	2646360	2	2	0
19	2646860	2716530	3	3	0
19	2716534	2717227	7		
19	2717229	2961222	0	0	0
19	2961222	2991260	2	2	0
19	2991760	3001866	1	1	0
19	3002366	3029073	0	0	0
19	3029507	3056773	3	3	0
19	3057617	3063135	6		
19	3063635	3078852	2		
19	3078852	3135681	0	0	0
19	3136478	3180340	1	1	0
19	3180840	3250362	0	0	0
19	3250862	3292887	1	1	0
19	3293387	3448442	3	3	0
19	3448942	3475072	3	3	0
19	3475572	3478548	0	0	0
19	3478820	3491877	0	0	0
19	3493966	3578985	0	0	0
19	3578987	3610080	1	1	0
19	3610580	3762913	0	0	0
19	3763413	3801834	0	0	0
19	3802334	3926435	0	0	0
19	3926438	3942437	0	0	0
19	3942937	3964392	0	0	0
19	3964652	3983313	1	1	0
19	3984198	4037915	0	0	0
19	4037929	4039411	3	3	0
19	4039911	4044553	3	3	0
19	4044557	4053501	7	7	0
19	4055783	4090498	2	2	0
19	4090613	4095700	0	0	0
19	4096200	4102514	0	0	0
19	4103014	4234794	1	1	0
19	4235294	4254478	2		
19	4254978	4442468	1	1	0
19	4442963	4529229	0	0	0
19	4529636	4651251	1	1	0
19	4651751	4675475	1	1	0
19	4675476	4908635	1	1	0
19	4910801	5250498	0	0	0
19	5250998	5543256	1	1	0
19	5543256	5604897	0	0	0
19	5605397	5647439	0	0	0
19	5647939	5667549	0	0	0
19	5667569	5679995	0	0	0
19	5680042	5684134	6		
19	5684296	5692034	0	0	0
19	5692047	5757220	0	0	0
19	5757720	5773012	0	0	0
19	5773512	5846882	0	0	0
19	5847382	5917586	1	1	0
19	5917655	5959927	0	0	0
19	5960427	5962816	0	0	0
19	5963316	6012511	0	0	0
19	6013011	6362573	0	0	0
19	6363073	6366398	1	1	0
19	6366898	6375790	7		
19	6375794	6381822	1	1	0
19	6381827	6389779	1	1	0
19	6390279	6458568	2	2	0
19	6460311	6677176	1	1	0
19	6677676	6682284	3	3	0
19	6682301	6693142	0	0	0
19	6693393	6708033	0	0	0
19	6709456	6720784	1	1	0
19	6721284	6732252	2	2	0
19	6732253	6749324	3	2	1
19	6749824	6754122	2	2	0
19	6754123	6856488	1	1	0
19	6856988	6897618	3	3	0
19	6898314	6905849	1		
19	6906349	6924828	0	0	0
19	6925328	6994455	1	1	0
19	6994955	7011232	0	0	0
19	7011732	7056908	7	7	0
19	7058421	7068945	0	0	0
19	7069445	7075183	0	0	0
19	7075661	7087971	0	0	0
19	7088471	7183670	1	1	0
19	7184170	7443392	3	3	0
19	7443932	7504083	1	1	0
19	7504583	7504974	1	1	0
19	7504975	7534148	0	0	0
19	7534780	7541233	0	0	0
19	7541733	7599336	2	2	0
19	7599601	7671840	0	0	0
19	7672645	7695801	0	0	0
19	7696077	7747766	1	1	0
19	7748266	7761968	2	1	1
19	7762059	7805817	2	2	0
19	7805855	7828381	2	2	0
19	7828881	8026175	1	1	0
19	8026331	8056013	1	1	0
19	8056513	8131200	1	1	0
19	8131700	8172453	0	0	0
19	8172953	8186280	0	0	0
19	8186780	8209079	0	0	0
19	8209579	8273700	1	1	0
19	8275535	8316213	1	1	0
19	8316713	8347152	6	6	0
19	8347152	8373337	1	1	0
19	8373837	8388377	1	1	0
19	8389301	8435861	0	0	0
19	8435873	8468418	0	0	0
19	8468882	8510040	2	2	0
19	8510540	8536380	2	2	0
19	8536880	8552039	0	0	0
19	8552058	8560979	0	0	0
19	8561479	8586515	3	3	0
19	8587215	8615369	1	1	0
19	8615378	8641551	0	0	0
19	8642051	8645986	12	12	0
19	8646486	8654906	1	1	0
19	8655406	8807686	1	1	0
19	8807707	8973632	0	0	0
19	8973971	9006543	1	1	0
19	9006551	9042894	0	0	0
19	9043394	9203267	0	0	0
19	9203767	9236083	0	0	0
19	9236583	9274108	0	0	0
19	9274608	9407114	0	0	0
19	9407191	9450077	1	1	0
19	9451756	9452312	1	1	0
19	9452319	9531074	0	0	0
19	9531574	9583948	1	1	0
19	9584895	9727953	0	0	0
19	9728245	9738658	1	1	0
19	9742859	9758895	3	2	1
19	9759395	9764399	0	0	0
19	9764455	9801921	0	0	0
19	9802421	9971478	1	1	0
19	9971978	10084443	2	2	0
19	10084446	10091945	5	4	1
19	10092712	10131482	2	2	0
19	10131831	10200130	1	1	0
19	10200267	10218810	1	1	0
19	10220256	10244112	1	1	0
19	10244117	10277364	0	0	0
19	10278825	10291604	0	0	0
19	10292656	10370745	2	2	0
19	10371245	10395980	2	1	1
19	10395994	10407496	0	0	0
19	10407996	10570208	1	1	0
19	10570211	10597368	2	2	0
19	10597370	10668969	1	1	0
19	10669975	10671812	0	0	0
19	10671813	10689035	7	7	0
19	10689535	10692587	0	0	0
19	10693087	10787207	1	1	0
19	10787707	10800541	0	0	0
19	10801041	10812922	0	0	0
19	10813422	10823815	3	3	0
19	10823816	10890226	3	3	0
19	10890726	10897393	3		
19	10897893	10927534	1		
19	10928034	10941735	2		
19	10941737	10960931	3	2	1
19	10960944	10979319	1	1	0
19	10979819	11087798	1	1	0
19	11088298	11144284	0	0	0
19	11144421	11221549	1	1	0
19	11222125	11231152	0	0	0
19	11231652	11325014	1	1	0
19	11325016	11333745	0	0	0
19	11334245	11435432	1	1	0
19	11435436	11449618	2	2	0
19	11450843	11460429	3	3	0
19	11460621	11492786	3	3	0
19	11493679	11560020	1	1	0
19	11560025	11569604	2	2	0
19	11570104	11625023	1	1	0
19	11625523	11640054	2		
19	11640554	11729957	1	1	0
19	11730457	11892466	0	0	0
19	11892574	11943124	1		
19	11943185	12145176	0	0	0
19	12145676	12175756	1	1	0
19	12176256	12250434	0	0	0
19	12250934	12273357	1	1	0
19	12273857	12474487	0	0	0
19	12475681	12501257	1	1	0
19	12501406	12767577	0	0	0
19	12767663	12777509	0	0	0
19	12777545	12809344	2	2	0
19	12809844	12832518	1	1	0
19	12834021	12847407	3	3	0
19	12847907	12861978	3	3	0
19	12862478	12866800	3	2	1
19	12866927	12882377	1	1	0
19	12882886	12903933	3	3	0
19	12903934	12908123	7		
19	12908623	12916832	2	2	0
19	12917332	13033582	1	1	0
19	13033588	13058087	2	2	0
19	13058587	13152407	1	1	0
19	13152407	13250696	2	2	0
19	13250839	13316772	6	6	0
19	13317272	13319887	1	1	0
19	13319965	13369892	1	1	0
19	13370392	13414686	2	2	0
19	13415186	13885830	1	1	0
19	13886330	13910698	3	3	0
19	13911198	13930319	0	0	0
19	13930819	13936500	2		
19	13937000	13996778	5	4	1
19	13996781	14015096	3	2	1
19	14015596	14038186	1	1	0
19	14038737	14045231	0	0	0
19	14046444	14090540	1	1	0
19	14091399	14094685	1		
19	14095185	14150756	5	5	0
19	14151256	14169809	2	2	0
19	14169826	14208695	6	6	0
19	14209195	14213804	1		
19	14214304	14231526	1	1	0
19	14232071	14267614	2	2	0
19	14267759	14364391	1	1	0
19	14364891	14506687	2	2	0
19	14507187	14519727	1	1	0
19	14519741	14551378	3	2	1
19	14551740	14573944	0	0	0
19	14574444	14591575	0	0	0
19	14592075	14601879	0	0	0
19	14602379	14606389	2		
19	14607510	14640767	6	6	0
19	14641267	14673413	1	1	0
19	14673947	14774414	1	1	0
19	14774914	14809468	3	2	1
19	14809968	14819238	0	0	0
19	14819240	14819360	0	0	0
19	14819453	14852824	0	0	0
19	14854212	14938624	1	1	0
19	14938692	15078554	0	0	0
19	15079054	15160467	2	2	0
19	15160967	15223568	2	2	0
19	15224309	15347942	1	1	0
19	15348005	15425722	2	2	0
19	15425722	15469822	1	1	0
19	15469824	15484124	0	0	0
19	15484526	15559289	1	1	0
19	15562394	15569584	1		
19	15569601	15578837	6	3	3
19	15579337	15586246	1	1	0
19	15586262	15770889	1	1	0
19	15771149	15788503	3	3	0
19	15789003	15823422	0	0	0
19	15823422	15970643	0	0	0
19	15970643	16001344	0	0	0
19	16001844	16025628	3	3	0
19	16026128	16044456	0	0	0
19	16044956	16145789	0	0	0
19	16146291	16187224	0	0	0
19	16188181	16302511	3	3	0
19	16302516	16317461	0	0	0
19	16318852	16339762	0	0	0
19	16340262	16629788	1	1	0
19	16629789	16646520	0	0	0
19	16647020	16791317	1	1	0
19	16791319	16830272	0	0	0
19	16830772	16962327	0	0	0
19	16963775	16990489	0	0	0
19	16990491	17006674	1	1	0
19	17006742	17015548	2	2	0
19	17016048	17025413	3	3	0
19	17025502	17081109	0	0	0
19	17081609	17302013	1	1	0
19	17303427	17320544	0	0	0
19	17321036	17327182	1	1	0
19	17328214	17384181	3	3	0
19	17384681	17413786	1	1	0
19	17414836	17426903	2	2	0
19	17427403	17476629	1	1	0
19	17476634	17502640	1	1	0
19	17503140	17536160	6	6	0
19	17536660	17545794	1	1	0
19	17546294	17615677	0	0	0
19	17616000	17640846	3	2	1
19	17641346	17711617	0	0	0
19	17712117	17729397	3	3	0
19	17729581	17739989	0	0	0
19	17740010	17762741	0	0	0
19	17763241	17889057	1	1	0
19	17890147	17919239	2	2	0
19	17919739	17951146	1	1	0
19	17952184	17970082	2		
19	17970582	17985577	0	0	0
19	17986763	18024798	0	0	0
19	18024798	18096289	1	1	0
19	18096789	18099296	0	0	0
19	18099300	18119617	0	0	0
19	18119714	18170889	2	1	1
19	18171837	18277121	1	1	0
19	18277872	18307716	2	2	0
19	18307721	18327071	1	1	0
19	18327571	18376293	2	2	0
19	18376294	18418238	6	5	1
19	18418272	18433264	0	0	0
19	18434040	18468419	1	1	0
19	18468919	18503012	2	2	0
19	18503512	18676008	1	1	0
19	18676508	18686134	0	0	0
19	18686138	18701748	1	1	0
19	18702831	18729299	2	2	0
19	18729799	18845879	1	1	0
19	18846379	18976975	0	0	0
19	18977327	18992391	1	1	0
19	18992891	19023946	0	0	0
19	19024446	19206191	1	1	0
19	19206691	19223491	2	2	0
19	19223496	19281043	1	1	0
19	19281667	19307167	2	2	0
19	19307667	19389529	1	1	0
19	19389534	19415001	0	0	0
19	19416494	19450972	0	0	0
19	19451472	19466601	0	0	0
19	19466602	19612859	1	1	0
19	19613161	19624800	3	3	0
19	19624803	19645195	1	1	0
19	19645695	19733958	0	0	0
19	19734458	19756635	1	1	0
19	19756637	19824988	0	0	0
19	19825253	20025609	1	1	0
19	20026109	20108215	0	0	0
19	20108715	20228961	1	1	0
19	20229049	20277473	0	0	0
19	20277973	20508610	1	1	0
19	20509626	20577598	2		
19	20577649	20688124	2	2	0
19	20688124	20748487	0	0	0
19	20748987	20808040	0	0	0
19	20808140	20959368	3	3	0
19	20959868	20981629	2	2	0
19	20982129	21119815	0	0	0
19	21120101	21217116	1	1	0
19	21217122	21266940	0	0	0
19	21267440	21366182	1	1	0
19	21366303	21473763	0	0	0
19	21475560	21512216	1	1	0
19	21512716	21560427	2	2	0
19	21561265	21588727	1	1	0
19	21590344	21606364	0	0	0
19	21606418	22270871	1	1	0
19	22270944	22499075	0	0	0
19	22499156	22585398	0	0	0
19	22585402	22781701	0	0	0
19	22782201	22951248	0	0	0
19	22952020	23171347	0	0	0
19	23171847	23329050	1	1	0
19	23329225	23445159	0	0	0
19	23445659	23844334	0	0	0
19	23844834	23941720	0	0	0
19	23942220	24288957	0	0	0
19	24289439	24401502	0	0	0
19	24401502	24507554	3		
19	24507554	24560580	7		
19	24560580	24631282	1		
19	27732282	30139837	1	1	0
19	30139837	30498553	2	2	0
19	30499900	31618622	1	1	0
19	31619122	31768477	1	1	0
19	31768479	31912087	1	1	0
19	31912087	32102296	0	0	0
19	32102796	32583116	1		
19	32583116	32872809	2	2	0
19	32873309	33095409	1	1	0
19	33096735	33239458	0	0	0
19	33240592	33444571	1	1	0
19	33444576	33484280	2	2	0
19	33484780	33627933	1	1	0
19	33628433	33665262	0	0	0
19	33666248	33703919	0	0	0
19	33704419	33871043	3	2	1
19	33871048	34419501	0	0	0
19	34419501	34548634	3		
19	34548634	34663710	1		
19	34664210	34720454	3	3	0
19	34720954	34891373	1	1	0
19	34891376	34928987	3	3	0
19	34929487	35035674	1	1	0
19	35036174	35176119	0	0	0
19	35176500	35250490	1	1	0
19	35250493	35260479	1	1	0
19	35260979	35451362	1	1	0
19	35451366	35503673	2	2	0
19	35504173	35557214	1	1	0
19	35557217	35597796	2	2	0
19	35598296	35648615	6	5	1
19	35649129	35659680	2	2	0
19	35660180	35739908	2	2	0
19	35741191	35783253	2	2	0
19	35783753	35861734	1	1	0
19	35862234	36013767	3	3	0
19	36014267	36018535	3	3	0
19	36018683	36036889	3	3	0
19	36037319	36054658	1	1	0
19	36055158	36108501	2	2	0
19	36108626	36139897	3	3	0
19	36140397	36145520	6	6	0
19	36145525	36168182	0	0	0
19	36168682	36212852	3	2	1
19	36213245	36226857	0	0	0
19	36227357	36229796	3	3	0
19	36230019	36232324	7	5	2
19	36233056	36243219	8	8	0
19	36243296	36248186	2	2	0
19	36248779	36255873	3	3	0
19	36255876	36270186	1	1	0
19	36270205	36276445	0	0	0
19	36277140	36370697	1	1	0
19	36371197	36388862	2	2	0
19	36389353	36398431	6	6	0
19	36398585	36429686	3	3	0
19	36430186	36469402	0	0	0
19	36469402	36496246	1	1	0
19	36496249	36506931	6	6	0
19	36506946	36510430	1		
19	36510930	36522404	1	1	0
19	36522904	36551814	3	2	1
19	36551814	36726839	1	1	0
19	36726924	37147354	0	0	0
19	37147356	37205450	1	1	0
19	37205950	37398960	0	0	0
19	37399330	37443055	1	1	0
19	37444150	37647025	0	0	0
19	37647215	37674256	0	0	0
19	37674259	37734102	0	0	0
19	37734231	37876463	1	1	0
19	37879202	37879905	0	0	0
19	37879933	37935257	0	0	0
19	37935757	37998231	0	0	0
19	37999135	38074457	0	0	0
19	38074957	38103686	1	1	0
19	38103756	38126847	0	0	0
19	38126886	38355423	1	1	0
19	38355423	38554370	3	3	0
19	38554370	38694854	0	0	0
19	38695354	38702190	3	3	0
19	38702195	38742872	3	2	1
19	38742890	38799684	2	2	0
19	38799868	38835147	3	3	0
19	38835647	38847290	2	1	1
19	38847357	38860877	1	1	0
19	38860949	38871535	3	2	1
19	38871546	38882887	6	6	0
19	38882890	38896254	0	0	0
19	38897505	38900059	6		
19	38900361	38907205	2	1	1
19	38907705	38931596	3	3	0
19	38932719	38934596	2	2	0
19	38934730	38972943	1	1	0
19	38973443	38979909	0	0	0
19	38979960	38989267	1	1	0
19	38989767	39002359	2	2	0
19	39002632	39017786	1	1	0
19	39018208	39033427	2		
19	39033927	39055582	0	0	0
19	39055584	39083406	0	0	0
19	39083906	39090679	1	1	0
19	39090680	39101837	2		
19	39101842	39127802	3	2	1
19	39128302	39190691	5	5	0
19	39191191	39198161	0	0	0
19	39198661	39208878	0	0	0
19	39209378	39214450	0	0	0
19	39214595	39215235	0	0	0
19	39216320	39230998	6	6	0
19	39232368	39259858	2	2	0
19	39260483	39338208	1	1	0
19	39338708	39395090	3	2	1
19	39395590	39616574	1	1	0
19	39617074	39669189	0	0	0
19	39669191	39694909	1	1	0
19	39694911	39796718	0	0	0
19	39797218	39819230	0	0	0
19	39819492	39823718	0	0	0
19	39824218	39870886	6	6	0
19	39871163	39880460	2	2	0
19	39880661	39924144	3	3	0
19	39924183	39949909	3		
19	39949928	39996372	1	1	0
19	39998478	40023623	3	3	0
19	40024123	40096044	0	0	0
19	40097791	40151144	0	0	0
19	40151205	40275400	1	1	0
19	40276385	40331553	2	2	0
19	40332053	40368852	0	0	0
19	40370186	40373352	0	0	0
19	40373852	40380159	11	11	0
19	40380227	40382873	23	23	0
19	40383487	40384221	6	5	1
19	40384641	40384843	1		
19	40384990	40424524	0	0	0
19	40425024	40512118	1	1	0
19	40513062	40581321	0	0	0
19	40581514	40727620	1	1	0
19	40728120	40739915	3	3	0
19	40740381	40839950	1	1	0
19	40840450	40853636	3	3	0
19	40854557	40875201	6	6	0
19	40875701	40880549	0	0	0
19	40881049	40904429	1	1	0
19	40904454	40913163	7	7	0
19	40913663	40996206	3	3	0
19	40996706	41007293	2	2	0
19	41007793	41070763	1	1	0
19	41071263	41072397	8	8	0
19	41072853	41089633	6	6	0
19	41090133	41110415	2	2	0
19	41110915	41120328	6	5	1
19	41120828	41127634	2	2	0
19	41128134	41175181	1	1	0
19	41175681	41187102	3		
19	41187602	41224334	3	3	0
19	41224834	41245549	2	2	0
19	41245554	41271315	3	2	1
19	41271815	41304596	3	2	1
19	41305686	41326680	5	4	1
19	41327180	41332651	0	0	0
19	41333151	41351976	3	3	0
19	41352695	41356343	0	0	0
19	41356843	41402895	1	1	0
19	41403132	41514589	2	2	0
19	41515089	41622705	1	1	0
19	41623205	41704829	2	2	0
19	41705329	41726749	3	3	0
19	41726940	41757655	3	3	0
19	41758155	41892447	3	3	0
19	41892467	42085759	2	2	0
19	42085764	42091944	3	3	0
19	42092022	42132262	2	2	0
19	42133156	42342376	1	1	0
19	42342920	42352600	3	3	0
19	42352859	42388707	6	4	2
19	42389207	42395437	7		
19	42395937	42398589	0	0	0
19	42398590	42409573	0	0	0
19	42409879	42471489	1	1	0
19	42471810	42491646	0	0	0
19	42492146	42572092	1	1	0
19	42572592	42582735	3		
19	42582755	42713078	3	3	0
19	42713578	42723631	1	1	0
19	42724131	42733815	2	2	0
19	42734315	42743460	2	2	0
19	42743960	42772849	3	3	0
19	42773349	42790387	1		
19	42790887	42852566	1	1	0
19	42853573	42873160	0	0	0
19	42873529	43093155	1	1	0
19	43093594	43268392	0	0	0
19	43269743	43359816	0	0	0
19	43360316	43578999	0	0	0
19	43579499	43680187	1	1	0
19	43680687	43858095	0	0	0
19	43858396	43964445	0	0	0
19	43964945	43989902	2	2	0
19	43990402	44013235	0	0	0
19	44013735	44029937	3		
19	44029942	44048464	5	5	0
19	44049913	44057192	1	1	0
19	44057464	44096773	1	1	0
19	44096773	44126013	3	3	0
19	44126513	44155712	1	1	0
19	44156212	44234774	2	2	0
19	44235274	44248867	1	1	0
19	44248892	44284308	3	3	0
19	44284808	44324166	1	1	0
19	44324666	44423777	0	0	0
19	44423824	44466989	1	1	0
19	44468960	44501257	0	0	0
19	44501420	44516486	1	1	0
19	44516522	44590446	0	0	0
19	44590532	44605159	0	0	0
19	44605370	44652925	0	0	0
